Show,Sentiment,Review
Halo,1,"Will it end up propagandistic and committing to an idea that some of the excesses of warfare are necessary or acceptable? Almost definitely. But it’ll probably be a fun ride, and hopefully a good story."
Losing Alice,1,Is it a psychological thriller? A dark story of obsession? A cautionary tale about the way we view creativity and female ambition? The answer is that the show is all of those things -- and more.
Man vs. Bee,1,"... Beyond its basic simplicity, the series suffers from blandness and easy gags. [Full review in Spanish]"
Sharp Objects,1,Sharp Objects becomes a uniquely meta exercise in parsing the grim ways we talk about and secretly covet dead girls in a medium that loves them.
Vikings: Valhalla,1,"The show can sometimes feel like a montage of strapping, bearded men introducing themselves to each other... But “Valhalla” also demonstrates enough ambition and handle on its characters and pivotal time period to justify diving into its world."
Defending Jacob,1,"Defending Jacob is a crime thriller mini-series that will certainly keep you guessing about what actually happened. A little bit of a slow burn, but worth it in the end."
The Outsider,0,"Curiously -- and annoyingly -- uneven, as if different production crews took over on alternate days undoing one another's work."
The Sex Lives of College Girls,1,"""Sex Lives"" is not arriving to territory that feels, for lack of a better word, virgin. But it quickly stakes its claim as a likable show that understands what's specifically exciting and terrifying about arriving on campus."
WeCrashed,1,"Its best moments occur when they present the hypocrisy behind both main protagonists...Flaws and all, the show survives because its protagonists are the equivalent of a car accident: you don't like what you're seeing but you can't stop looking."
The Sopranos,1,"The Sopranos is written with psychological depth and made with creative freedom. The result is personal, but not impenetrable or surly. [Full review in Spanish]"
The Gilded Age,1,Give it a minute and you'll be hooked.
Amazing Stories,0,"The upside of any anthology series is the possibility that the next installment can completely turn things around with a brand-new tale. Still, if this is the show's best foot forward, it doesn't imply much optimism."
The Stranger,1,"The Stranger is a curious beast, an almost-pure mystery, which shows its machinery so nakedly that it almost defies you to switch off."
Hacks,1,"Although there is still a real pleasure in seeing an actress as accomplished as Jean Smart getting a meaty role, this latest season of “Hacks” does not live up to the bar set by its superior debut season."
Girls,1,"Not as strong as in the past, but you've come this far"
Central Park,1,"Season two explores these notions with emotional depth and backstory, which anchors its many moving parts."
The Baby,0,"Haphazardly careens from one idea to another, throwing in themes and plot threads that never properly fit together."
Dan Brown's The Lost Symbol,0,"""The Lost Symbol"" feels like something you'd watch on Saturday morning cable when the remote is lost, though Peacock might be hoping to secure fans of the ""Librarians"" franchise, too."
Castle Rock,1,"In its first half...Castle Rock keeps the supernatural elements lurking on the periphery, focusing instead on characters and family melodrama, anchored by Lizzy Caplan's commanding performance at the center."
WandaVision,1,Disney's first MCU series avoids an on-the-nose approach to depicting a woman with superpowers-something other franchises in the genre have long struggled to do...
The Falcon and the Winter Soldier,1,"It's far from a perfect show, but it had moments of emotion and connection that have often been lacking in the MCU as a whole."
The Shrink Next Door,1,"It's a slow burn, and not exactly a barrel of laughs along the way, but it is strangely engaging throughout, getting scammier and more uncomfortable with each passing episode. The Shrink Next Door Kathryn HahnIt helps that all three stars are superb."
Succession,1,"Even in its most grandiose comedic moments, there is truth to Succession's cynical world that makes us realize yes, these idiots are absolutely in charge of our world and no, there's not really anything we can do about it."
Naomi,0,"Moves in slow motion, feeling like a conventional high-school drama with just a pinch of superheroics provided to pull the audience along."
Fargo,1,"Clearly Hawley needed to get out of Minnesota to recharge his batteries, but maybe it's time to leave the Coen sandbox for good."
Parks and Recreation,1,"Rather than pure escapism or cringe-worthy seriousness, the Parks and Rec writers created something that feels urgent without being self-important, and sweet without being saccharine."
Ramy,1,"Season two is moving, heartbreaking, and relevant. Just the right combination of what a perfect season looks like."
We Are Lady Parts,1,"The mish-mash of genres gives We Are Lady Parts an irresistible anarchic energy, and its cast of characters give it plenty of heart. By the end you'll be desperate to join their gang."
The Thing About Pam,0,The flourishes used on The Thing About Pam were tiring us out by the end of the first episode; we can’t imagine how exhausted we’ll feel after watching the entire six-episode season.
The Baby,1,"A clever, low-key horror comedy that (at its best) matches a helter-skelter rhythm with pinpoint satire, it is also an exploration of the wages of motherhood..."
The End of the F...ing World,1,"How do you describe a television show that's unlike any other? To oversimplify it, ""The End of the F***ing World,"" is a pitch-black comedy about a pair of troubled 17-year-olds who meet and fall in love in a very unconventional way."
Lovecraft Country,1,"Lovecraft Country is a concerted attempt to subvert, invert and 'colorize' the Lovecraft canon."
Station Eleven,1,"Like the 2014 novel on which it's based, Station Eleven is not about a pandemic, not really-it's about the way art, community, and family endure even after the end of civilization as we know it."
